,SUT,Paths,Methods,Operations,Parametric Operations,Parametered Operations,Used Parameters,Distinct Parameters,Parameters Per Operations,Path Depth,Path Depth Variance,Example Rate,Default Rate,Type,Method Count
97,apisetu_icicilombard_3_0_0,7,1,7,0,7,35,5,5.0,2.0,0.0,0.6,0.0,"{""object"": {""num"": 7, ""format"": []}, ""string"": {""num"": 21, ""format"": [""uuid""]}, ""integer"": {""num"": 7, ""format"": []}}","{""post"": 7}"
98,sportsdata_csgo-v3-scores_1_0,16,1,16,16,16,25,7,1.5625,2.5625,0.24609375,0.0,0.64,"{""string"": {""num"": 9, ""format"": []}}","{""get"": 16}"
99,apisetu_pareekshabhavanker_3_0_0,1,1,1,0,1,8,8,8.0,2.0,0.0,0.75,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 6, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
100,faceidentity-beta_1_0,2,1,2,0,2,15,13,7.5,3.0,0.0,0.06666666666666667,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 15, ""format"": []}}","{""post"": 2}"
101,apideck_crm_9_3_0,16,4,40,40,40,1096,154,27.4,2.6,0.24,0.791970802919708,0.04744525547445255,"{""boolean"": {""num"": 76, ""format"": []}, ""string"": {""num"": 924, ""format"": [""date-time"", ""date"", ""email""]}, ""integer"": {""num"": 20, ""format"": []}, ""object"": {""num"": 25, ""format"": []}, ""number"": {""num"": 14, ""format"": []}}","{""get"": 16, ""post"": 8, ""delete"": 8, ""patch"": 8}"
102,ebay_sell-fulfillment_v1_19_19,14,2,15,15,15,75,42,5.0,2.6666666666666665,0.6222222222222223,0.0,0.0,"{""string"": {""num"": 72, ""format"": []}, ""object"": {""num"": 6, ""format"": []}, ""integer"": {""num"": 3, ""format"": []}}","{""get"": 8, ""post"": 7}"
103,globalwinescore_8234aab51481d37a30757d925b7f4221a659427e,2,1,2,2,2,20,10,10.0,1.5,0.25,0.0,0.3,"{""string"": {""num"": 8, ""format"": []}, ""array"": {""num"": 2, ""format"": []}, ""integer"": {""num"": 6, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""get"": 2}"
104,azure_apimanagement-apimnamedvalues_2019-12-01-preview,3,6,7,7,7,45,14,6.428571428571429,10.0,0.2857142857142857,0.0,0.0,"{""string"": {""num"": 43, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1, ""head"": 1, ""patch"": 1, ""post"": 1}"
105,azure_adhybridhealthservice-ADHybridHealthService_2014-01-01,60,4,74,74,74,416,79,5.621621621621622,5.824324324324325,2.9285975164353544,0.0,0.0,"{""string"": {""num"": 344, ""format"": [""date-time"", ""uuid""]}, ""integer"": {""num"": 26, ""format"": []}, ""object"": {""num"": 10, ""format"": []}, ""boolean"": {""num"": 40, ""format"": []}}","{""get"": 56, ""post"": 8, ""delete"": 6, ""patch"": 4}"
106,nowpayments_1_0_0,14,4,16,16,16,64,25,4.0,3.0625,0.68359375,0.703125,0.0,"{""string"": {""num"": 59, ""format"": []}, ""object"": {""num"": 2, ""format"": []}, ""integer"": {""num"": 6, ""format"": []}, ""number"": {""num"": 2, ""format"": []}}","{""get"": 12, ""post"": 2, ""patch"": 1, ""delete"": 1}"
107,apisetu_transportap_3_0_0,2,1,2,0,2,14,9,7.0,2.0,0.0,0.7142857142857143,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 10, ""format"": [""uuid""]}, ""integer"": {""num"": 2, ""format"": []}}","{""post"": 2}"
108,tokenjay_1_0_0,27,2,27,12,16,30,20,1.1111111111111112,2.740740740740741,0.710562414266118,0.0,0.23333333333333334,"{""string"": {""num"": 15, ""format"": []}, ""integer"": {""num"": 13, ""format"": []}, ""object"": {""num"": 4, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""get"": 23, ""post"": 4}"
109,apisetu_transportjh_3_0_0,2,1,2,0,2,14,9,7.0,2.0,0.0,0.7142857142857143,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 10, ""format"": [""uuid""]}, ""integer"": {""num"": 2, ""format"": []}}","{""post"": 2}"
110,apideck_lead_9_3_0,2,4,5,5,5,157,55,31.4,2.6,0.24,0.8089171974522293,0.044585987261146494,"{""boolean"": {""num"": 5, ""format"": []}, ""string"": {""num"": 137, ""format"": [""email""]}, ""integer"": {""num"": 1, ""format"": []}, ""object"": {""num"": 4, ""format"": []}, ""number"": {""num"": 2, ""format"": []}}","{""get"": 2, ""post"": 1, ""delete"": 1, ""patch"": 1}"
111,faretrotter_2_0,2,1,2,1,1,4,4,2.0,1.0,0.0,0.0,0.0,"{""number"": {""num"": 4, ""format"": []}}","{""get"": 2}"
112,azure_cognitiveservices-LUIS-Programmatic_v2_0,56,5,97,90,92,362,51,3.731958762886598,4.896907216494846,2.772877032628334,0.0,0.09392265193370165,"{""integer"": {""num"": 45, ""format"": []}, ""object"": {""num"": 36, ""format"": []}, ""string"": {""num"": 305, ""format"": [""uuid""]}, ""boolean"": {""num"": 13, ""format"": []}, ""array"": {""num"": 2, ""format"": []}}","{""get"": 42, ""post"": 24, ""put"": 13, ""delete"": 17, ""patch"": 1}"
113,nexmo_external-accounts_0_1_5,7,4,9,8,9,21,9,2.3333333333333335,2.0,1.1111111111111112,0.38095238095238093,0.09523809523809523,"{""integer"": {""num"": 2, ""format"": []}, ""object"": {""num"": 3, ""format"": []}, ""string"": {""num"": 16, ""format"": []}}","{""get"": 4, ""post"": 2, ""delete"": 2, ""patch"": 1}"
114,pandascore_2_23_1,56,1,56,56,56,1477,42,26.375,2.392857142857143,0.8813775510204079,0.0,0.06364251861882193,"{""integer"": {""num"": 420, ""format"": []}, ""array"": {""num"": 48, ""format"": []}, ""string"": {""num"": 641, ""format"": [""date-time"", ""uri""]}, ""object"": {""num"": 120, ""format"": []}, ""boolean"": {""num"": 196, ""format"": []}, ""number"": {""num"": 6, ""format"": []}}","{""get"": 56}"
115,azure_blueprint-assignmentOperation_2018-11-01-preview,2,1,2,2,2,7,4,3.5,6.5,0.25,0.0,0.0,"{""string"": {""num"": 7, ""format"": []}}","{""get"": 2}"
116,azure_apimanagement-apimloggers_2018-06-01-preview,2,5,6,6,6,42,16,7.0,9.833333333333334,0.13888888888888887,0.0,0.0,"{""string"": {""num"": 37, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""object"": {""num"": 2, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1, ""head"": 1, ""patch"": 1}"
117,azure_containerregistry-containerregistry_build_2018-02-01-preview,12,5,19,19,19,122,26,6.421052631578948,10.578947368421053,1.4016620498614956,0.0,0.0,"{""string"": {""num"": 112, ""format"": []}, ""object"": {""num"": 6, ""format"": []}, ""integer"": {""num"": 4, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""get"": 6, ""put"": 2, ""delete"": 2, ""patch"": 3, ""post"": 6}"
118,ebay_sell-negotiation_v1_1_0,2,2,2,1,2,13,11,6.5,1.0,0.0,0.0,0.0,"{""string"": {""num"": 10, ""format"": []}, ""object"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}}","{""get"": 1, ""post"": 1}"
119,azure_sql-WorkloadClassifiers_2019-06-01-preview,2,3,4,4,4,30,10,7.5,13.75,0.1875,0.0,0.0,"{""string"": {""num"": 30, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1}"
120,googleapis_mybusinessaccountmanagement_v1,7,4,11,11,11,291,43,26.454545454545453,2.272727272727273,0.1983471074380165,0.0,0.0,"{""string"": {""num"": 213, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""boolean"": {""num"": 25, ""format"": []}, ""object"": {""num"": 6, ""format"": []}}","{""get"": 4, ""post"": 5, ""delete"": 1, ""patch"": 1}"
121,lufthansa_public_1_0,15,1,15,15,15,75,25,5.0,4.133333333333334,1.5822222222222222,0.0,0.2,"{""string"": {""num"": 70, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}}","{""get"": 15}"
122,apisetu_hindustanpetroleum_3_0_0,1,1,1,0,1,9,9,9.0,2.0,0.0,0.7777777777777778,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 7, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
123,kumpeapps_5_0_0,13,5,33,33,33,141,76,4.2727272727272725,1.7878787878787878,0.16712580348943987,0.0,0.0,"{""string"": {""num"": 79, ""format"": [""password""]}, ""boolean"": {""num"": 28, ""format"": []}, ""integer"": {""num"": 21, ""format"": []}, ""number"": {""num"": 1, ""format"": []}}","{""put"": 7, ""post"": 10, ""patch"": 4, ""get"": 9, ""delete"": 3}"
124,azure_security-pricings_2017-08-01-preview,4,2,6,6,6,25,7,4.166666666666667,6.666666666666667,1.222222222222222,0.0,0.0,"{""string"": {""num"": 25, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 4, ""put"": 2}"
125,appwrite_server_0_9_3,65,5,95,57,70,194,53,2.042105263157895,2.610526315789474,0.9325207756232691,0.0,0.35051546391752575,"{""object"": {""num"": 28, ""format"": []}, ""string"": {""num"": 149, ""format"": [""url""]}, ""integer"": {""num"": 42, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}, ""array"": {""num"": 1, ""format"": []}, ""number"": {""num"": 1, ""format"": []}}","{""get"": 54, ""delete"": 13, ""patch"": 11, ""put"": 6, ""post"": 11}"
126,azure_apimanagement-apimnotifications_2018-06-01-preview,6,4,11,11,11,63,10,5.7272727272727275,11.181818181818182,1.0578512396694213,0.0,0.0,"{""string"": {""num"": 51, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}}","{""get"": 4, ""put"": 3, ""delete"": 2, ""head"": 2}"
127,azure_azsadmin-Commerce_2015-06-01-preview,3,2,3,3,3,10,7,3.3333333333333335,4.333333333333333,0.888888888888889,0.0,0.3,"{""string"": {""num"": 10, ""format"": [""date-time""]}}","{""get"": 2, ""post"": 1}"
128,hubapi_communication-preferences_v3,4,2,4,1,3,9,4,2.25,3.5,0.75,0.0,0.0,"{""string"": {""num"": 7, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 2, ""post"": 2}"
129,apisetu_transportan_3_0_0,2,1,2,0,2,14,9,7.0,2.0,0.0,0.7142857142857143,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 10, ""format"": [""uuid""]}, ""integer"": {""num"": 2, ""format"": []}}","{""post"": 2}"
130,azure_apimanagement-apimcaches_2018-06-01-preview,2,5,6,6,6,40,14,6.666666666666667,9.833333333333334,0.13888888888888887,0.0,0.0,"{""string"": {""num"": 38, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1, ""head"": 1, ""patch"": 1}"
131,mercedes-benz_image_1_0,8,1,8,8,8,11,4,1.375,2.75,0.1875,0.0,1.0,"{""string"": {""num"": 9, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""get"": 8}"
132,sonar_1_0,4,1,4,4,4,11,6,2.75,1.5,0.25,0.0,0.0,"{""string"": {""num"": 11, ""format"": []}}","{""get"": 4}"
133,vtex_MasterData-API-_1_0,13,5,20,19,20,82,18,4.1,5.3,2.4099999999999997,0.0,0.8780487804878049,"{""string"": {""num"": 79, ""format"": [""binary""]}, ""object"": {""num"": 8, ""format"": []}, ""array"": {""num"": 2, ""format"": []}, ""integer"": {""num"": 3, ""format"": []}}","{""get"": 8, ""put"": 5, ""post"": 3, ""patch"": 2, ""delete"": 2}"
134,twilio_twilio_microvisor_v1_1_42_0,13,3,27,25,27,60,11,2.2222222222222223,3.4074074074074074,1.1303155006858714,0.0,0.0,"{""integer"": {""num"": 12, ""format"": []}, ""string"": {""num"": 47, ""format"": []}, ""object"": {""num"": 9, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""get"": 13, ""delete"": 5, ""post"": 9}"
135,azure_hdinsight-scriptActions_2018-06-01-preview,6,3,6,6,6,33,12,5.5,9.666666666666666,0.5555555555555556,0.0,0.0,"{""string"": {""num"": 32, ""format"": []}, ""object"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""post"": 2, ""get"": 3, ""delete"": 1}"
136,mozilla_kinto_1_22,20,3,19,12,13,116,19,6.105263157894737,3.0526315789473686,4.89196675900277,0.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 88, ""format"": []}, ""integer"": {""num"": 26, ""format"": []}, ""array"": {""num"": 14, ""format"": []}}","{""get"": 16, ""post"": 2, ""delete"": 1}"
137,izettle_products_1_0_0,20,5,32,27,29,226,48,7.0625,3.65625,0.7255859375,0.0,0.008849557522123894,"{""string"": {""num"": 168, ""format"": [""uuid"", ""url""]}, ""object"": {""num"": 11, ""format"": []}, ""integer"": {""num"": 12, ""format"": []}, ""number"": {""num"": 13, ""format"": []}, ""boolean"": {""num"": 15, ""format"": []}, ""array"": {""num"": 1, ""format"": []}}","{""get"": 16, ""post"": 6, ""delete"": 5, ""patch"": 1, ""put"": 4}"
138,azure_security-assessments_2019-01-01-preview,2,3,4,4,4,15,8,3.75,4.75,0.1875,0.0,0.0,"{""string"": {""num"": 14, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1}"
139,lufthansa_partner_1_0,16,2,16,16,16,127,41,7.9375,3.5625,0.74609375,0.0,0.07874015748031496,"{""string"": {""num"": 127, ""format"": []}}","{""get"": 15, ""put"": 1}"
140,sportsdata_nba-v3-rotoballer-articles_1_0,3,1,3,3,3,5,3,1.6666666666666667,2.6666666666666665,0.22222222222222224,0.0,0.6,"{""string"": {""num"": 2, ""format"": []}}","{""get"": 3}"
141,mastercard_Repower_V2,2,1,2,0,2,28,24,14.0,3.0,0.0,1.0,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 28, ""format"": []}}","{""post"": 2}"
142,azure_databox_2018-01-01,9,5,12,12,12,86,36,7.166666666666667,7.333333333333333,2.8888888888888893,0.0,0.0,"{""string"": {""num"": 77, ""format"": [""date-time""]}, ""object"": {""num"": 6, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""get"": 4, ""post"": 5, ""put"": 1, ""delete"": 1, ""patch"": 1}"
143,azure_apimanagement-apimdiagnostics_2019-01-01,2,5,6,6,6,41,12,6.833333333333333,9.833333333333334,0.13888888888888887,0.0,0.0,"{""string"": {""num"": 39, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1, ""head"": 1, ""patch"": 1}"
144,azure_azsadmin-RegionHealth_2016-05-01,2,1,2,2,2,8,5,4.0,7.5,0.25,0.0,0.25,"{""string"": {""num"": 8, ""format"": []}}","{""get"": 2}"
145,rapidapi_football-prediction_2,5,1,5,1,5,5,2,1.0,3.2,0.15999999999999998,0.0,0.0,"{""string"": {""num"": 4, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""get"": 5}"
146,ebay_sell-logistics_v1_beta_0_0,6,2,6,4,6,50,25,8.333333333333334,2.1666666666666665,0.47222222222222215,0.0,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 50, ""format"": []}}","{""post"": 3, ""get"": 3}"
147,apisetu_tataaig_3_0_0,1,1,1,0,1,5,5,5.0,2.0,0.0,0.6,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 3, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
148,highwaysengland_v1,10,1,10,10,10,33,12,3.3,3.1,1.2900000000000003,0.0,0.0,"{""string"": {""num"": 26, ""format"": []}, ""integer"": {""num"": 7, ""format"": []}}","{""get"": 10}"
149,azure_network-endpointService_2017-06-01,1,1,1,1,1,3,3,3.0,7.0,0.0,0.0,0.0,"{""string"": {""num"": 3, ""format"": []}}","{""get"": 1}"
150,azure_sql-capabilities_2018-06-01-preview,1,1,1,1,1,4,4,4.0,7.0,0.0,0.0,0.0,"{""string"": {""num"": 3, ""format"": []}}","{""get"": 1}"
151,clubhouseapi_1,41,2,41,5,34,12,6,0.2926829268292683,1.0,0.0,0.0,0.0,"{""object"": {""num"": 29, ""format"": []}, ""integer"": {""num"": 10, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""post"": 31, ""get"": 10}"
152,amentum_atmosphere_1_1_1,3,1,3,3,3,25,14,8.333333333333334,1.0,0.0,1.0,0.0,"{""integer"": {""num"": 11, ""format"": []}, ""number"": {""num"": 14, ""format"": []}}","{""get"": 3}"
153,refugerestrooms_0_0_1,4,1,4,4,4,27,12,6.75,2.75,0.1875,0.0,0.4444444444444444,"{""integer"": {""num"": 15, ""format"": []}, ""boolean"": {""num"": 9, ""format"": []}, ""number"": {""num"": 2, ""format"": []}, ""string"": {""num"": 1, ""format"": []}}","{""get"": 4}"
154,azure_security-serverVulnerabilityAssessments_2019-01-01-preview,2,3,4,4,4,27,7,6.75,11.75,0.1875,0.0,0.0,"{""string"": {""num"": 24, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1}"
155,azure_azsadmin-Product_2016-01-01,3,2,3,3,3,14,5,4.666666666666667,10.0,0.6666666666666666,0.0,0.21428571428571427,"{""string"": {""num"": 14, ""format"": []}}","{""get"": 2, ""post"": 1}"
156,azure_botservice_2017-12-01,12,5,21,21,21,133,13,6.333333333333333,8.380952380952381,5.188208616780046,0.0,0.0,"{""string"": {""num"": 112, ""format"": []}, ""object"": {""num"": 7, ""format"": []}}","{""get"": 9, ""post"": 3, ""put"": 3, ""delete"": 3, ""patch"": 3}"
157,azure_operationalinsights-OperationalInsights_2019-08-01-preview,2,3,4,4,4,22,8,5.5,9.75,0.1875,0.0,0.0,"{""string"": {""num"": 22, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1}"
158,azure_automation-softwareUpdateConfigurationMachineRun_2017-05-15-preview,2,1,2,2,2,14,9,7.0,9.5,0.25,0.0,0.0,"{""string"": {""num"": 14, ""format"": [""uuid""]}}","{""get"": 2}"
159,apisetu_sebaonline_3_0_0,1,1,1,0,1,8,8,8.0,2.0,0.0,0.75,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 6, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
160,synq_1_9_1,7,1,7,0,7,16,6,2.2857142857142856,2.0,0.0,0.0,0.0625,"{""object"": {""num"": 7, ""format"": []}, ""string"": {""num"": 16, ""format"": []}}","{""post"": 7}"
161,azure_mixedreality-proxy_2019-12-02-preview,2,2,2,2,2,6,5,3.0,5.0,4.0,0.0,0.0,"{""string"": {""num"": 6, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 1, ""post"": 1}"
162,ip2location_geolocation_1_0,1,1,1,1,1,6,6,6.0,0.0,0.0,0.16666666666666666,0.0,"{""array"": {""num"": 1, ""format"": []}, ""string"": {""num"": 2, ""format"": []}}","{""get"": 1}"
163,api_sell-account_v1_9_0,24,4,36,27,33,218,57,6.055555555555555,1.7777777777777777,0.5617283950617282,0.0,0.0,"{""string"": {""num"": 173, ""format"": []}, ""object"": {""num"": 11, ""format"": []}, ""boolean"": {""num"": 33, ""format"": []}, ""integer"": {""num"": 12, ""format"": []}}","{""get"": 21, ""post"": 6, ""put"": 5, ""delete"": 4}"
164,azure_streamanalytics-subscriptions_2016-03-01,1,1,1,1,1,3,3,3.0,7.0,0.0,0.0,0.0,"{""string"": {""num"": 3, ""format"": []}}","{""get"": 1}"
165,amadeus_amadeus-flight-order-management_1_9_0,1,2,2,2,2,2,1,1.0,3.0,0.0,0.0,0.0,"{""string"": {""num"": 2, ""format"": []}}","{""get"": 1, ""delete"": 1}"
166,azure_automation-webhook_2015-10-31,3,5,6,6,6,39,12,6.5,9.833333333333334,0.13888888888888887,0.0,0.0,"{""string"": {""num"": 37, ""format"": [""date-time""]}, ""object"": {""num"": 2, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""get"": 2, ""post"": 1, ""put"": 1, ""delete"": 1, ""patch"": 1}"
167,azure_subscription-subscriptionDefinitions_2017-11-01-preview,4,2,5,5,5,15,10,3.0,3.6,0.24,0.0,0.0,"{""string"": {""num"": 15, ""format"": [""uuid""]}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 4, ""put"": 1}"
168,mastercard_BillPay_1_0,1,1,1,0,1,9,9,9.0,1.0,0.0,1.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 9, ""format"": []}}","{""post"": 1}"
169,nexmo_application_1_0_2,2,4,5,4,5,29,15,5.8,0.6,0.24000000000000005,0.6896551724137931,0.13793103448275862,"{""string"": {""num"": 25, ""format"": [""url""]}, ""integer"": {""num"": 2, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 2, ""post"": 1, ""put"": 1, ""delete"": 1}"
170,azure_blueprint-blueprintDefinition_2017-11-11-preview,9,3,15,15,15,57,8,3.8,9.0,4.133333333333334,0.0,0.0,"{""string"": {""num"": 57, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 9, ""put"": 3, ""delete"": 3}"
171,azure_azuredata_2017-03-01-preview,6,4,11,11,11,49,9,4.454545454545454,7.818181818181818,4.330578512396694,0.0,0.0,"{""string"": {""num"": 49, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""get"": 6, ""put"": 2, ""delete"": 2, ""patch"": 1}"
172,apisetu_nios_3_0_0,6,1,6,0,6,36,6,6.0,2.0,0.0,0.6666666666666666,0.0,"{""object"": {""num"": 6, ""format"": []}, ""string"": {""num"": 24, ""format"": [""uuid""]}, ""integer"": {""num"": 6, ""format"": []}}","{""post"": 6}"
173,sportsdata_nhl-v3-stats_1_0,30,1,30,30,30,60,9,2.0,3.0,0.6666666666666666,0.0,0.4666666666666667,"{""string"": {""num"": 30, ""format"": []}}","{""get"": 30}"
174,googleapis_realtimebidding_v1alpha,3,2,4,4,4,98,18,24.5,2.5,0.25,0.0,0.0,"{""string"": {""num"": 71, ""format"": []}, ""boolean"": {""num"": 8, ""format"": []}, ""object"": {""num"": 3, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 3, ""get"": 1}"
175,azure_cosmos-db-privateEndpointConnection_2019-08-01-preview,2,3,4,4,4,22,8,5.5,9.75,0.1875,0.0,0.0,"{""string"": {""num"": 22, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1}"
176,chaingateway_1_0_0,109,3,119,62,100,321,50,2.697478991596639,4.38655462184874,1.2791469528988066,0.9439252336448598,0.0,"{""string"": {""num"": 280, ""format"": []}, ""integer"": {""num"": 28, ""format"": []}, ""object"": {""num"": 44, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}, ""number"": {""num"": 26, ""format"": []}}","{""get"": 70, ""post"": 40, ""delete"": 9}"
177,redeal_1_0_0,1,1,1,1,1,6,6,6.0,1.0,0.0,0.0,0.0,"{""string"": {""num"": 5, ""format"": []}}","{""get"": 1}"
178,apisetu_igrmaharashtra_3_0_0,1,1,1,0,1,6,6,6.0,2.0,0.0,0.6666666666666666,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 4, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
179,salesforce_einstein_2_0_1,39,4,45,26,44,141,33,3.1333333333333333,3.8,0.6933333333333334,0.3546099290780142,0.1702127659574468,"{""string"": {""num"": 104, ""format"": [""binary""]}, ""boolean"": {""num"": 6, ""format"": []}, ""object"": {""num"": 21, ""format"": []}, ""integer"": {""num"": 15, ""format"": []}, ""number"": {""num"": 8, ""format"": []}}","{""get"": 19, ""post"": 18, ""delete"": 5, ""put"": 3}"
